employee_id,effective_date,job_function,job_level,pay_rate_type,location,max_tenure,max_role_tenure,max_promotions,employee_status
9793,2024-10-01,Strategy,L3,Salary,MoonMart1,274,274,1.0,Active
9795,2024-10-01,Strategy,L3,Salary,Orlando,274,274,1.0,Active
9796,2024-01-01,Strategy,L2,Hourly,Orlando,91,91,1.0,Terminated
9797,2024-04-01,Strategy,L2,Hourly,MoonMart1,182,182,1.0,Terminated
9798,2024-04-01,Strategy,L2,Hourly,MoonMart1,182,182,1.0,Terminated
9799,2024-10-01,Strategy,L2,Hourly,Orlando,274,274,1.0,Active
9801,2024-07-01,Strategy,L2,Hourly,Orlando,274,274,1.0,Terminated
9802,2024-01-01,Strategy,L2,Hourly,MoonMart2,91,91,1.0,Terminated
9804,2024-01-01,Strategy,L2,Hourly,MoonMart1,91,91,1.0,Terminated
9805,2024-10-01,Strategy,L2,Hourly,Orlando,274,274,1.0,Active
9807,2024-07-01,Strategy,L3,Salary,Orlando,274,274,1.0,Terminated
9808,2024-10-01,Strategy,L2,Hourly,Orlando,274,274,1.0,Active
9811,2024-01-01,Strategy,L2,Hourly,Orlando,91,91,1.0,Terminated
9812,2024-01-01,Strategy,L2,Hourly,Orlando,91,91,1.0,Terminated
9813,2024-01-01,Strategy,L2,Hourly,MoonMart2,91,91,1.0,Terminated
9814,2024-10-01,Strategy,L2,Hourly,Orlando,274,274,1.0,Active
9815,2024-01-01,Strategy,L2,Hourly,MoonMart2,91,91,1.0,Terminated
9817,2024-04-01,Strategy,L2,Hourly,MoonMart2,182,182,1.0,Terminated
9820,2024-10-01,Strategy,L2,Hourly,Orlando,274,274,1.0,Active
9821,2024-01-01,Strategy,L2,Hourly,Orlando,91,91,1.0,Terminated
9823,2024-04-01,Strategy,L2,Hourly,Orlando,182,182,1.0,Terminated
9826,2024-07-01,Strategy,L2,Hourly,Orlando,274,274,1.0,Terminated
9827,2024-07-01,Strategy,L2,Hourly,Orlando,274,274,1.0,Terminated
9828,2024-10-01,Strategy,L3,Salary,Orlando,274,274,1.0,Active
9829,2024-07-01,Strategy,L2,Hourly,Orlando,274,274,1.0,Terminated
9831,2024-01-01,Strategy,L2,Hourly,Orlando,91,91,1.0,Terminated
9833,2024-01-01,Strategy,L2,Hourly,Orlando,91,91,1.0,Terminated
9834,2024-01-01,Strategy,L3,Salary,Orlando,91,91,1.0,Terminated
9835,2024-01-01,Strategy,L2,Hourly,Orlando,91,91,1.0,Terminated
9836,2024-07-01,Strategy,L2,Hourly,Orlando,274,274,1.0,Terminated
9837,2024-07-01,Strategy,L2,Hourly,Orlando,274,274,1.0,Terminated
9838,2024-07-01,Strategy,L3,Salary,Orlando,274,274,1.0,Terminated
9839,2024-01-01,Strategy,L2,Hourly,Orlando,91,91,1.0,Terminated
9840,2024-07-01,Strategy,L2,Hourly,Orlando,274,274,1.0,Terminated
9842,2024-10-01,Strategy,L2,Hourly,MoonMart2,274,274,1.0,Active
9843,2024-01-01,Strategy,L2,Hourly,Orlando,91,91,1.0,Terminated
9845,2024-04-01,Strategy,L2,Hourly,MoonMart2,182,182,1.0,Terminated
9846,2024-01-01,Strategy,L2,Hourly,Orlando,91,91,1.0,Terminated
9847,2024-10-01,Strategy,L2,Hourly,Orlando,274,274,1.0,Active
9849,2024-10-01,Strategy,L3,Salary,MoonMart1,274,274,1.0,Active
9851,2024-01-01,Strategy,L2,Hourly,MoonMart1,91,91,1.0,Terminated
9852,2024-04-01,Strategy,L2,Hourly,MoonMart1,182,182,1.0,Terminated
9853,2024-10-01,Strategy,L2,Hourly,MoonMart2,274,274,1.0,Active
9854,2024-01-01,Strategy,L2,Hourly,MoonMart2,91,91,1.0,Terminated
9855,2024-01-01,Strategy,L3,Salary,MoonMart2,91,91,1.0,Terminated
9858,2024-07-01,Strategy,L2,Hourly,Orlando,274,274,1.0,Terminated
9860,2024-07-01,Strategy,L2,Hourly,Orlando,274,274,1.0,Terminated
9862,2024-04-01,Strategy,L2,Hourly,MoonMart2,182,182,1.0,Terminated
9865,2024-01-01,Strategy,L2,Hourly,MoonMart1,91,91,1.0,Terminated
9867,2024-04-01,Strategy,L2,Hourly,MoonMart1,182,182,1.0,Terminated
9868,2024-01-01,Strategy,L3,Salary,MoonMart1,91,91,1.0,Terminated
9869,2024-10-01,Strategy,L2,Hourly,MoonMart2,274,274,1.0,Active
9870,2024-07-01,Strategy,L2,Hourly,Orlando,274,274,1.0,Terminated
9871,2024-10-01,Strategy,L3,Salary,MoonMart2,274,274,1.0,Active
9874,2024-01-01,Strategy,L2,Hourly,MoonMart2,91,91,1.0,Terminated
9875,2024-01-01,Strategy,L2,Hourly,Orlando,91,91,1.0,Terminated
9876,2024-01-01,Strategy,L2,Hourly,MoonMart1,91,91,1.0,Terminated
9878,2024-07-01,Strategy,L2,Hourly,Orlando,274,274,1.0,Terminated
9879,2024-01-01,Strategy,L2,Hourly,Orlando,91,91,1.0,Terminated
9880,2024-10-01,Strategy,L2,Hourly,Orlando,274,274,1.0,Active
9881,2024-10-01,Strategy,L3,Salary,Orlando,274,274,1.0,Active
9882,2024-04-01,Strategy,L2,Hourly,MoonMart1,182,182,1.0,Terminated
9883,2024-10-01,Strategy,L2,Hourly,MoonMart2,274,274,1.0,Active
9884,2024-10-01,Strategy,L3,Salary,Orlando,274,274,1.0,Active
9885,2024-01-01,Strategy,L2,Hourly,Orlando,91,91,1.0,Terminated
9886,2024-01-01,Strategy,L2,Hourly,Orlando,91,91,1.0,Terminated
9887,2024-10-01,Strategy,L2,Hourly,MoonMart1,274,274,1.0,Active
9889,2024-07-01,Strategy,L2,Hourly,Orlando,274,274,1.0,Terminated
9890,2024-04-01,Strategy,L2,Hourly,MoonMart2,182,182,1.0,Terminated
9891,2024-01-01,Strategy,L2,Hourly,Orlando,91,91,1.0,Terminated
9892,2024-01-01,Strategy,L2,Hourly,Orlando,91,91,1.0,Terminated
9893,2024-04-01,Strategy,L2,Hourly,Orlando,182,182,1.0,Terminated
9895,2024-10-01,Strategy,L2,Hourly,MoonMart2,274,274,1.0,Active
9896,2024-10-01,Strategy,L2,Hourly,Orlando,274,274,1.0,Active
9897,2024-01-01,Strategy,L2,Hourly,Orlando,91,91,1.0,Terminated
9899,2024-01-01,Strategy,L2,Hourly,Orlando,91,91,1.0,Terminated
9900,2024-04-01,Strategy,L3,Salary,MoonMart2,182,182,1.0,Terminated
9901,2024-10-01,Strategy,L2,Hourly,MoonMart1,274,274,1.0,Active
9902,2024-01-01,Strategy,L2,Hourly,MoonMart2,91,91,1.0,Terminated
9903,2024-07-01,Strategy,L3,Salary,Orlando,274,274,1.0,Terminated
9904,2024-10-01,Strategy,L2,Hourly,MoonMart1,274,274,1.0,Active
9906,2024-07-01,Strategy,L2,Hourly,Orlando,274,274,1.0,Terminated
9908,2024-07-01,Strategy,L3,Salary,Orlando,274,274,1.0,Terminated
9909,2024-01-01,Strategy,L2,Hourly,Orlando,91,91,1.0,Terminated
9910,2024-10-01,Strategy,L3,Salary,Orlando,274,274,1.0,Active
9912,2024-01-01,Strategy,L2,Hourly,MoonMart1,91,91,1.0,Terminated
9913,2024-10-01,Strategy,L2,Hourly,Orlando,274,274,1.0,Active
9918,2024-10-01,Strategy,L2,Hourly,Orlando,274,274,1.0,Active
9920,2024-01-01,Strategy,L3,Salary,Orlando,91,91,1.0,Terminated
9922,2024-04-01,Strategy,L3,Salary,MoonMart1,182,182,1.0,Terminated
9925,2024-01-01,Strategy,L3,Salary,Orlando,91,91,1.0,Terminated
9926,2024-01-01,Strategy,L2,Hourly,Orlando,91,91,1.0,Terminated
9927,2024-04-01,Strategy,L2,Hourly,MoonMart1,182,182,1.0,Terminated
9929,2024-01-01,Strategy,L2,Hourly,MoonMart2,91,91,1.0,Terminated
9930,2024-10-01,Strategy,L2,Hourly,Orlando,274,274,1.0,Active
9931,2024-01-01,Strategy,L2,Hourly,MoonMart2,91,91,1.0,Terminated
9932,2024-01-01,Strategy,L2,Hourly,MoonMart2,91,91,1.0,Terminated
9933,2024-01-01,Strategy,L2,Hourly,Orlando,91,91,1.0,Terminated
9936,2024-10-01,Strategy,L2,Hourly,Orlando,274,274,1.0,Active
9938,2024-10-01,Strategy,L2,Hourly,MoonMart2,274,274,1.0,Active
9940,2024-04-01,Strategy,L2,Hourly,MoonMart2,182,182,1.0,Terminated
9942,2024-10-01,Strategy,L2,Hourly,MoonMart2,274,274,1.0,Active
9944,2024-04-01,Strategy,L2,Hourly,MoonMart1,182,182,1.0,Terminated
9946,2024-10-01,Strategy,L2,Hourly,MoonMart2,274,274,1.0,Active
9947,2024-07-01,Strategy,L2,Hourly,Orlando,274,274,1.0,Terminated
9948,2024-10-01,Strategy,L2,Hourly,Orlando,274,274,1.0,Active
9949,2024-04-01,Strategy,L2,Hourly,MoonMart1,182,182,1.0,Terminated
9950,2024-10-01,Strategy,L3,Salary,MoonMart2,274,274,1.0,Active
9952,2024-10-01,Strategy,L2,Hourly,Orlando,274,274,1.0,Active
9954,2024-04-01,Strategy,L2,Hourly,MoonMart2,182,182,1.0,Terminated
9955,2024-04-01,Strategy,L2,Hourly,MoonMart2,182,182,1.0,Terminated
9957,2024-01-01,Strategy,L3,Salary,MoonMart1,91,91,1.0,Terminated
9958,2024-04-01,Strategy,L2,Hourly,MoonMart2,182,182,1.0,Terminated
9959,2024-10-01,Strategy,L2,Hourly,Orlando,274,274,1.0,Active
9960,2024-01-01,Strategy,L2,Hourly,MoonMart1,91,91,1.0,Terminated
9961,2024-10-01,Strategy,L2,Hourly,Orlando,274,274,1.0,Active
9962,2024-07-01,Strategy,L3,Salary,Orlando,274,274,1.0,Terminated
9964,2024-04-01,Strategy,L2,Hourly,MoonMart2,182,182,1.0,Terminated
9965,2024-01-01,Strategy,L2,Hourly,MoonMart2,91,91,1.0,Terminated
9966,2024-10-01,Strategy,L2,Hourly,Orlando,274,274,1.0,Active
9967,2024-01-01,Strategy,L2,Hourly,MoonMart1,91,91,1.0,Terminated
9969,2024-01-01,Strategy,L3,Salary,Orlando,91,91,1.0,Terminated
9970,2024-10-01,Strategy,L2,Hourly,MoonMart1,274,274,1.0,Active
9971,2024-10-01,Strategy,L2,Hourly,Orlando,274,274,1.0,Active
9972,2024-01-01,Strategy,L3,Salary,MoonMart1,91,91,1.0,Terminated
9974,2024-10-01,Strategy,L2,Hourly,MoonMart1,274,274,1.0,Active
9975,2024-10-01,Strategy,L2,Hourly,MoonMart2,274,274,1.0,Active
9976,2024-04-01,Strategy,L3,Salary,MoonMart2,182,182,1.0,Terminated
9978,2024-01-01,Strategy,L2,Hourly,MoonMart1,91,91,1.0,Terminated
9979,2024-10-01,Strategy,L3,Salary,Orlando,274,274,1.0,Active
9980,2024-07-01,Strategy,L2,Hourly,Orlando,274,274,1.0,Terminated
9982,2024-10-01,Strategy,L3,Salary,Orlando,274,274,1.0,Active
9984,2024-07-01,Strategy,L2,Hourly,Orlando,274,274,1.0,Terminated
9985,2024-10-01,Strategy,L2,Hourly,MoonMart1,274,274,1.0,Active
9987,2024-10-01,Strategy,L2,Hourly,Orlando,274,274,1.0,Active
9988,2024-01-01,Strategy,L2,Hourly,Orlando,91,91,1.0,Terminated
9989,2024-01-01,Strategy,L2,Hourly,Orlando,91,91,1.0,Terminated
9990,2024-01-01,Strategy,L2,Hourly,Orlando,91,91,1.0,Terminated
9992,2024-10-01,Strategy,L2,Hourly,Orlando,274,274,1.0,Active
9993,2024-07-01,Strategy,L3,Salary,Orlando,274,274,1.0,Terminated
9995,2024-10-01,Strategy,L3,Salary,Orlando,274,274,1.0,Active
9996,2024-01-01,Strategy,L2,Hourly,Orlando,91,91,1.0,Terminated
9997,2024-04-01,Strategy,L2,Hourly,Orlando,182,182,1.0,Terminated
9998,2024-10-01,Strategy,L2,Hourly,Orlando,274,274,1.0,Active
10000,2024-10-01,Strategy,L3,Salary,Orlando,274,274,1.0,Active
10001,2024-10-01,Strategy,L2,Hourly,MoonMart2,274,274,1.0,Active
10002,2024-10-01,Strategy,L2,Hourly,MoonMart1,274,274,1.0,Active
10003,2024-04-01,Strategy,L2,Hourly,MoonMart2,182,182,1.0,Terminated
10005,2024-10-01,Strategy,L2,Hourly,MoonMart1,274,274,1.0,Active
10006,2024-01-01,Strategy,L3,Salary,Orlando,91,91,1.0,Terminated
10007,2024-01-01,Strategy,L2,Hourly,MoonMart1,91,91,1.0,Terminated
10008,2024-10-01,Strategy,L2,Hourly,MoonMart2,274,274,1.0,Active
10009,2024-04-01,Strategy,L2,Hourly,MoonMart2,182,182,1.0,Terminated
10010,2024-10-01,Strategy,L3,Salary,Orlando,274,274,1.0,Active
10011,2024-04-01,Strategy,L2,Hourly,MoonMart2,182,182,1.0,Terminated
10012,2024-01-01,Strategy,L2,Hourly,MoonMart1,91,91,1.0,Terminated
10013,2024-04-01,Strategy,L2,Hourly,MoonMart1,182,182,1.0,Terminated
10014,2024-01-01,Strategy,L2,Hourly,Orlando,91,91,1.0,Terminated
10015,2024-10-01,Strategy,L2,Hourly,Orlando,274,274,1.0,Active
10018,2024-04-01,Strategy,L3,Salary,MoonMart2,182,182,1.0,Terminated
10019,2024-10-01,Strategy,L2,Hourly,MoonMart2,274,274,1.0,Active
10020,2024-01-01,Strategy,L2,Hourly,MoonMart1,91,91,1.0,Terminated
10021,2024-10-01,Strategy,L2,Hourly,MoonMart1,274,274,1.0,Active
10022,2024-01-01,Strategy,L2,Hourly,MoonMart1,91,91,1.0,Terminated
10023,2024-04-01,Strategy,L3,Salary,MoonMart2,182,182,1.0,Terminated
10024,2024-10-01,Strategy,L3,Salary,MoonMart1,274,274,1.0,Active
10025,2024-01-01,Strategy,L2,Hourly,MoonMart2,91,91,1.0,Terminated
10026,2024-07-01,Strategy,L2,Hourly,Orlando,274,274,1.0,Terminated
10027,2024-04-01,Strategy,L2,Hourly,MoonMart1,182,182,1.0,Terminated
10035,2024-10-01,Strategy,L2,Hourly,MoonMart1,274,274,1.0,Active
10036,2024-04-01,Strategy,L2,Hourly,MoonMart2,182,182,1.0,Terminated
10038,2024-01-01,Strategy,L2,Hourly,MoonMart2,91,91,1.0,Terminated
10039,2024-01-01,Strategy,L2,Hourly,Orlando,91,91,1.0,Terminated
10040,2024-10-01,Strategy,L2,Hourly,MoonMart1,274,274,1.0,Active
10042,2024-04-01,Strategy,L2,Hourly,MoonMart2,182,182,1.0,Terminated
10043,2024-10-01,Strategy,L2,Hourly,MoonMart1,274,274,1.0,Active
10045,2024-07-01,Strategy,L2,Hourly,Orlando,274,274,1.0,Terminated
10047,2024-07-01,Strategy,L2,Hourly,Orlando,274,274,1.0,Terminated
10048,2024-01-01,Strategy,L2,Hourly,MoonMart2,91,91,1.0,Terminated
10049,2024-01-01,Strategy,L2,Hourly,Orlando,91,91,1.0,Terminated
10050,2024-01-01,Strategy,L2,Hourly,MoonMart1,91,91,1.0,Terminated
10051,2024-01-01,Strategy,L2,Hourly,MoonMart2,91,91,1.0,Terminated
10052,2024-01-01,Strategy,L3,Salary,MoonMart2,91,91,1.0,Terminated
10054,2024-01-01,Strategy,L2,Hourly,Orlando,91,91,1.0,Terminated
10056,2024-07-01,Strategy,L2,Hourly,MoonMart2,274,274,1.0,Terminated
10057,2024-10-01,Strategy,L2,Hourly,Orlando,274,274,1.0,Active
10059,2024-07-01,Strategy,L2,Hourly,Orlando,274,274,1.0,Terminated
10060,2024-04-01,Strategy,L2,Hourly,MoonMart2,182,182,1.0,Terminated
10061,2024-10-01,Strategy,L2,Hourly,MoonMart1,274,274,1.0,Active
10062,2024-10-01,Strategy,L3,Salary,Orlando,274,274,1.0,Active
10063,2024-04-01,Strategy,L2,Hourly,MoonMart1,182,182,1.0,Terminated
10064,2024-10-01,Strategy,L2,Hourly,Orlando,274,274,1.0,Active
10067,2024-01-01,Strategy,L3,Salary,Orlando,91,91,1.0,Terminated
10068,2024-10-01,Strategy,L2,Hourly,MoonMart2,274,274,1.0,Active
10069,2024-01-01,Strategy,L2,Hourly,Orlando,91,91,1.0,Terminated
10070,2024-01-01,Strategy,L2,Hourly,Orlando,91,91,1.0,Terminated
10071,2024-04-01,Strategy,L2,Hourly,MoonMart1,182,182,1.0,Terminated
10072,2024-10-01,Strategy,L2,Hourly,Orlando,274,274,1.0,Active
10075,2024-10-01,Strategy,L2,Hourly,MoonMart1,274,274,1.0,Active
10077,2024-04-01,Strategy,L3,Salary,MoonMart2,182,182,1.0,Terminated
10079,2024-07-01,Strategy,L2,Hourly,Orlando,274,274,1.0,Terminated
10080,2024-10-01,Strategy,L2,Hourly,Orlando,274,274,1.0,Active
10082,2024-01-01,Strategy,L2,Hourly,MoonMart2,91,91,1.0,Terminated
10083,2024-10-01,Strategy,L2,Hourly,MoonMart2,274,274,1.0,Active
10085,2024-01-01,Strategy,L2,Hourly,Orlando,91,91,1.0,Terminated
10087,2024-10-01,Strategy,L2,Hourly,Orlando,274,274,1.0,Active
10090,2024-04-01,Strategy,L2,Hourly,MoonMart1,182,182,1.0,Terminated
10092,2024-10-01,Strategy,L2,Hourly,MoonMart1,274,274,1.0,Active
10093,2024-04-01,Strategy,L2,Hourly,MoonMart1,182,182,1.0,Terminated
10094,2024-07-01,Strategy,L3,Salary,Orlando,274,274,1.0,Terminated
10095,2024-01-01,Strategy,L2,Hourly,MoonMart2,91,91,1.0,Terminated
10096,2024-07-01,Strategy,L2,Hourly,MoonMart2,274,274,1.0,Terminated
10097,2024-10-01,Strategy,L2,Hourly,MoonMart1,274,274,1.0,Active
10098,2024-01-01,Strategy,L2,Hourly,Orlando,91,91,1.0,Terminated
10100,2024-10-01,Strategy,L2,Hourly,Orlando,274,274,1.0,Active
10104,2024-04-01,Strategy,L3,Salary,Orlando,182,182,1.0,Terminated
10105,2024-07-01,Strategy,L2,Hourly,Orlando,274,274,1.0,Terminated
10106,2024-07-01,Strategy,L3,Salary,Orlando,274,274,1.0,Terminated
10108,2024-10-01,Strategy,L2,Hourly,MoonMart1,274,274,1.0,Active
10109,2024-10-01,Strategy,L2,Hourly,MoonMart2,274,274,1.0,Active
10110,2024-10-01,Strategy,L3,Salary,Orlando,274,274,1.0,Active
10111,2024-01-01,Strategy,L2,Hourly,MoonMart2,91,91,1.0,Terminated
10113,2024-07-01,Strategy,L2,Hourly,Orlando,274,274,1.0,Terminated
10114,2024-10-01,Strategy,L2,Hourly,Orlando,274,274,1.0,Active
10115,2024-10-01,Strategy,L2,Hourly,MoonMart2,274,274,1.0,Active
10116,2024-10-01,Strategy,L3,Salary,Orlando,274,274,1.0,Active
10117,2024-01-01,Strategy,L3,Salary,Orlando,91,91,1.0,Terminated
10118,2024-04-01,Strategy,L3,Salary,MoonMart1,182,182,1.0,Terminated
10120,2024-10-01,Strategy,L2,Hourly,Orlando,274,274,1.0,Active
10122,2024-07-01,Strategy,L2,Hourly,MoonMart2,274,274,1.0,Terminated
10126,2024-07-01,Strategy,L2,Hourly,Orlando,274,274,1.0,Terminated
10127,2024-01-01,Strategy,L2,Hourly,Orlando,91,91,1.0,Terminated
10129,2024-04-01,Strategy,L2,Hourly,MoonMart2,182,182,1.0,Terminated
10135,2024-10-01,Strategy,L2,Hourly,MoonMart2,274,274,1.0,Active
10139,2024-04-01,Strategy,L2,Hourly,MoonMart1,182,182,1.0,Terminated
10140,2024-04-01,Strategy,L3,Salary,MoonMart2,182,182,1.0,Terminated
10142,2024-07-01,Strategy,L2,Hourly,Orlando,274,274,1.0,Terminated
10143,2024-10-01,Strategy,L2,Hourly,MoonMart1,274,274,1.0,Active
10144,2024-10-01,Strategy,L3,Salary,MoonMart2,274,274,1.0,Active
10147,2024-01-01,Strategy,L2,Hourly,Orlando,91,91,1.0,Terminated
10148,2024-10-01,Strategy,L2,Hourly,Orlando,274,274,1.0,Active
10149,2024-04-01,Strategy,L2,Hourly,MoonMart1,182,182,1.0,Terminated
10150,2024-07-01,Strategy,L3,Salary,MoonMart2,274,274,1.0,Terminated
10151,2024-01-01,Strategy,L2,Hourly,MoonMart2,91,91,1.0,Terminated
10152,2024-01-01,Strategy,L2,Hourly,Orlando,91,91,1.0,Terminated
10153,2024-01-01,Strategy,L2,Hourly,Orlando,91,91,1.0,Terminated
10154,2024-04-01,Strategy,L2,Hourly,MoonMart1,182,182,1.0,Terminated
10155,2024-01-01,Strategy,L2,Hourly,Orlando,91,91,1.0,Terminated
10156,2024-10-01,Strategy,L3,Salary,MoonMart2,274,274,1.0,Active
10158,2024-10-01,Strategy,L2,Hourly,MoonMart1,274,274,1.0,Active
10160,2024-01-01,Strategy,L2,Hourly,Orlando,91,91,1.0,Terminated
10161,2024-10-01,Strategy,L2,Hourly,Orlando,274,274,1.0,Active
10162,2024-10-01,Strategy,L2,Hourly,Orlando,274,274,1.0,Active
10163,2024-10-01,Strategy,L2,Hourly,Orlando,274,274,1.0,Active
10164,2024-01-01,Strategy,L2,Hourly,MoonMart1,91,91,1.0,Terminated
10165,2024-10-01,Strategy,L2,Hourly,MoonMart2,274,274,1.0,Active
10166,2024-10-01,Strategy,L2,Hourly,MoonMart2,274,274,1.0,Active
10167,2024-10-01,Strategy,L2,Hourly,Orlando,274,274,1.0,Active
10169,2024-10-01,Strategy,L3,Salary,Orlando,274,274,1.0,Active
10170,2024-07-01,Strategy,L2,Hourly,MoonMart1,274,274,1.0,Terminated
10171,2024-07-01,Strategy,L2,Hourly,Orlando,274,274,1.0,Terminated
10172,2024-01-01,Strategy,L2,Hourly,MoonMart2,91,91,1.0,Terminated
10173,2024-01-01,Strategy,L2,Hourly,Orlando,91,91,1.0,Terminated
10174,2024-04-01,Strategy,L2,Hourly,MoonMart2,182,182,1.0,Terminated
10176,2024-07-01,Strategy,L2,Hourly,Orlando,274,274,1.0,Terminated
10177,2024-10-01,Strategy,L2,Hourly,Orlando,274,274,1.0,Active
10178,2024-01-01,Strategy,L3,Salary,Orlando,91,91,1.0,Terminated
10179,2024-10-01,Strategy,L2,Hourly,Orlando,274,274,1.0,Active
10180,2024-04-01,Strategy,L3,Salary,MoonMart2,182,182,1.0,Terminated
10181,2024-07-01,Strategy,L2,Hourly,Orlando,274,274,1.0,Terminated
10186,2024-01-01,Strategy,L2,Hourly,Orlando,91,91,1.0,Terminated
10187,2024-07-01,Strategy,L2,Hourly,Orlando,274,274,1.0,Terminated
10189,2024-10-01,Strategy,L3,Salary,MoonMart2,274,274,1.0,Active
10191,2024-10-01,Strategy,L2,Hourly,MoonMart1,274,274,1.0,Active
10192,2024-07-01,Strategy,L2,Hourly,Orlando,274,274,1.0,Terminated
10193,2024-10-01,Strategy,L3,Salary,Orlando,274,274,1.0,Active
10194,2024-01-01,Strategy,L2,Hourly,MoonMart2,91,91,1.0,Terminated
10195,2024-10-01,Strategy,L3,Salary,MoonMart1,274,274,1.0,Active
10196,2024-07-01,Strategy,L2,Hourly,Orlando,274,274,1.0,Terminated
10197,2024-10-01,Strategy,L3,Salary,MoonMart1,274,274,1.0,Active
10199,2024-01-01,Strategy,L2,Hourly,Orlando,91,91,1.0,Terminated
10200,2024-01-01,Strategy,L2,Hourly,MoonMart1,91,91,1.0,Terminated
10201,2024-10-01,Strategy,L2,Hourly,Orlando,274,274,1.0,Active
10202,2024-04-01,Strategy,L2,Hourly,MoonMart1,182,182,1.0,Terminated
10203,2024-07-01,Strategy,L2,Hourly,Orlando,274,274,1.0,Terminated
10204,2024-10-01,Strategy,L2,Hourly,Orlando,274,274,1.0,Active
10206,2024-07-01,Strategy,L2,Hourly,Orlando,274,274,1.0,Terminated
10207,2024-04-01,Strategy,L2,Hourly,MoonMart1,182,182,1.0,Terminated
10208,2024-07-01,Strategy,L3,Salary,Orlando,274,274,1.0,Terminated
10209,2024-01-01,Strategy,L2,Hourly,MoonMart2,91,91,1.0,Terminated
10210,2024-04-01,Strategy,L2,Hourly,MoonMart1,182,182,1.0,Terminated
10211,2024-07-01,Strategy,L2,Hourly,Orlando,274,274,1.0,Terminated
10213,2024-04-01,Strategy,L2,Hourly,MoonMart2,182,182,1.0,Terminated
10214,2024-01-01,Strategy,L2,Hourly,MoonMart1,91,91,1.0,Terminated
10215,2024-04-01,Strategy,L2,Hourly,MoonMart1,182,182,1.0,Terminated
10216,2024-10-01,Strategy,L2,Hourly,MoonMart1,274,274,1.0,Active
10217,2024-04-01,Strategy,L2,Hourly,MoonMart1,182,182,1.0,Terminated
10218,2024-10-01,Strategy,L3,Salary,MoonMart2,274,274,1.0,Active
10219,2024-01-01,Strategy,L2,Hourly,Orlando,91,91,1.0,Terminated
10220,2024-01-01,Strategy,L3,Salary,Orlando,91,91,1.0,Terminated
10221,2024-04-01,Strategy,L2,Hourly,Orlando,182,182,1.0,Terminated
10222,2024-04-01,Strategy,L2,Hourly,MoonMart2,182,182,1.0,Terminated
10223,2024-01-01,Strategy,L2,Hourly,Orlando,91,91,1.0,Terminated
10224,2024-01-01,Strategy,L2,Hourly,Orlando,91,91,1.0,Terminated
10225,2024-01-01,Strategy,L2,Hourly,Orlando,91,91,1.0,Terminated
10226,2024-07-01,Strategy,L2,Hourly,Orlando,274,274,1.0,Terminated
10227,2024-10-01,Strategy,L2,Hourly,Orlando,274,274,1.0,Active
10228,2024-10-01,Strategy,L2,Hourly,MoonMart2,274,274,1.0,Active
10230,2024-10-01,Strategy,L3,Salary,MoonMart1,274,274,1.0,Active
10231,2024-01-01,Strategy,L2,Hourly,MoonMart2,91,91,1.0,Terminated
10232,2024-10-01,Strategy,L2,Hourly,Orlando,274,274,1.0,Active
10233,2024-07-01,Strategy,L2,Hourly,Orlando,274,274,1.0,Terminated
10234,2024-01-01,Strategy,L2,Hourly,MoonMart2,91,91,1.0,Terminated
10235,2024-10-01,Strategy,L2,Hourly,MoonMart2,274,274,1.0,Active
10236,2024-04-01,Strategy,L3,Salary,MoonMart2,182,182,1.0,Terminated
10237,2024-10-01,Strategy,L2,Hourly,Orlando,274,274,1.0,Active
10238,2024-10-01,Strategy,L2,Hourly,MoonMart2,274,274,1.0,Active
10239,2024-04-01,Strategy,L2,Hourly,MoonMart1,182,182,1.0,Terminated
10240,2024-10-01,Strategy,L3,Salary,Orlando,274,274,1.0,Active
10242,2024-01-01,Strategy,L2,Hourly,Orlando,91,91,1.0,Terminated
10243,2024-04-01,Strategy,L2,Hourly,MoonMart2,182,182,1.0,Terminated
10244,2024-01-01,Strategy,L2,Hourly,Orlando,91,91,1.0,Terminated
10246,2024-01-01,Strategy,L2,Hourly,Orlando,91,91,1.0,Terminated
10248,2024-01-01,Strategy,L2,Hourly,Orlando,91,91,1.0,Terminated
10249,2024-10-01,Strategy,L2,Hourly,Orlando,274,274,1.0,Active
10250,2024-01-01,Strategy,L2,Hourly,Orlando,91,91,1.0,Terminated
10251,2024-01-01,Strategy,L2,Hourly,MoonMart2,91,91,1.0,Terminated
10252,2024-10-01,Strategy,L2,Hourly,MoonMart1,274,274,1.0,Active
10253,2024-10-01,Strategy,L2,Hourly,MoonMart1,274,274,1.0,Active
10254,2024-01-01,Strategy,L2,Hourly,Orlando,91,91,1.0,Terminated
10255,2024-10-01,Strategy,L3,Salary,MoonMart1,274,274,1.0,Active
10256,2024-07-01,Strategy,L2,Hourly,Orlando,274,274,1.0,Terminated
10258,2024-04-01,Strategy,L2,Hourly,Orlando,182,182,1.0,Terminated
10259,2024-10-01,Strategy,L3,Salary,Orlando,274,274,1.0,Active
10260,2024-10-01,Strategy,L2,Hourly,MoonMart1,274,274,1.0,Active
10261,2024-01-01,Strategy,L2,Hourly,Orlando,91,91,1.0,Terminated
10262,2024-01-01,Strategy,L2,Hourly,Orlando,91,91,1.0,Terminated
10263,2024-10-01,Strategy,L2,Hourly,Orlando,274,274,1.0,Active
10264,2024-07-01,Strategy,L2,Hourly,Orlando,274,274,1.0,Terminated
